customer_id,recency_days,number_of_orders,revenue,most_recent_visit
36610,108,12,1316,15/09/2020
15376,349,6,587,17/01/2020
21508,353,8,669,13/01/2020
2381,195,8,464,20/06/2020
9168,247,6,366,29/04/2020
12867,417,9,429,10/11/2019
36056,141,14,1558,13/08/2020
15653,156,6,818,29/07/2020
23111,110,18,1863,13/09/2020
10398,142,5,449,12/08/2020
7699,102,5,461,21/09/2020
32883,110,10,923,13/09/2020
10480,153,9,833,01/08/2020
25636,439,13,1301,19/10/2019
30464,480,6,798,08/09/2019
15997,82,10,953,11/10/2020
28562,52,9,940,10/11/2020
6979,158,9,976,27/07/2020
18143,170,5,748,15/07/2020
11827,157,11,1417,28/07/2020
28360,184,12,1488,01/07/2020
10632,57,9,903,05/11/2020
36260,143,9,1222,11/08/2020
22647,101,4,352,22/09/2020
38823,161,13,1034,24/07/2020
27861,275,13,997,01/04/2020
11957,90,6,557,03/10/2020
16476,397,7,520,30/11/2019
33899,203,7,683,12/06/2020
25241,149,10,714,05/08/2020
34126,244,9,1040,02/05/2020
27299,20,10,1030,12/12/2020
37612,41,16,1543,21/11/2020
21871,171,10,1183,14/07/2020
32038,56,14,1629,06/11/2020
20595,222,9,918,24/05/2020
22357,218,9,753,28/05/2020
30748,202,4,268,13/06/2020
39328,391,11,1279,06/12/2019
35662,105,15,1372,18/09/2020
24516,172,8,1005,13/07/2020
29193,313,9,762,22/02/2020
34145,40,15,1367,22/11/2020
33712,133,11,662,21/08/2020
10784,86,9,1234,07/10/2020
23530,159,6,457,26/07/2020
15246,63,12,803,30/10/2020
20029,94,12,1072,29/09/2020
15672,140,9,730,14/08/2020
24241,34,8,567,28/11/2020
33343,111,8,765,12/09/2020
19171,182,10,1290,03/07/2020
12155,133,9,925,21/08/2020
23541,156,11,970,29/07/2020
39731,28,10,1199,04/12/2020
37435,175,6,564,10/07/2020
5551,112,5,817,11/09/2020
29091,231,12,1437,15/05/2020
24998,193,16,1478,22/06/2020
8702,232,7,727,14/05/2020
25006,87,16,1222,06/10/2020
28422,341,9,903,25/01/2020
15252,147,11,1264,07/08/2020
11961,52,8,644,10/11/2020
26735,101,15,1630,22/09/2020
9796,108,10,968,15/09/2020
32748,292,8,772,15/03/2020
3970,149,11,818,05/08/2020
13481,145,10,846,09/08/2020
4039,297,7,711,10/03/2020
31469,108,9,1024,15/09/2020
5215,393,9,823,04/12/2019
28295,389,9,945,08/12/2019
15129,252,7,913,24/04/2020
17580,165,14,1410,20/07/2020
24634,166,6,618,19/07/2020
23687,64,13,1175,29/10/2020
34970,394,15,1460,03/12/2019
9201,120,8,871,03/09/2020
29394,83,12,1274,10/10/2020
8274,169,13,1039,16/07/2020
25435,311,9,1030,24/02/2020
30828,85,13,1229,08/10/2020
6898,131,9,885,23/08/2020
5031,136,7,720,18/08/2020
5398,415,11,893,12/11/2019
30508,89,12,954,04/10/2020
9441,91,11,1072,02/10/2020
31094,60,12,1139,02/11/2020
27726,282,5,612,25/03/2020
32267,120,15,1764,03/09/2020
15789,101,11,1216,22/09/2020
11451,432,9,636,26/10/2019
24551,125,8,527,29/08/2020
2552,232,13,1382,14/05/2020
6028,174,10,889,11/07/2020
5680,259,12,861,17/04/2020
2648,138,12,1084,16/08/2020
5554,164,8,508,21/07/2020
7113,280,9,884,27/03/2020
25283,279,12,956,28/03/2020
27469,191,16,1114,24/06/2020
34089,385,12,800,12/12/2019
3952,105,11,1027,18/09/2020
35200,155,12,957,30/07/2020
5516,239,10,1016,07/05/2020
9628,77,9,1233,16/10/2020
34464,125,9,939,29/08/2020
13585,5,11,1034,27/12/2020
36305,497,8,907,22/08/2019
30457,106,9,962,17/09/2020
33479,253,10,971,23/04/2020
7012,96,9,746,27/09/2020
15979,150,9,1050,04/08/2020
24518,196,10,961,19/06/2020
16820,146,10,928,08/08/2020
37902,139,7,905,15/08/2020
27160,147,12,873,07/08/2020
36343,95,12,1245,28/09/2020
8353,4,13,1227,28/12/2020
13391,59,6,638,03/11/2020
37094,94,17,1706,29/09/2020
24720,519,7,611,31/07/2019
17009,140,9,1031,14/08/2020
7206,178,7,834,07/07/2020
21066,143,9,689,11/08/2020
11258,191,11,919,24/06/2020
6963,205,6,624,10/06/2020
8345,452,10,854,06/10/2019
13464,88,9,996,05/10/2020
16604,104,11,870,19/09/2020
6840,229,13,887,17/05/2020
833,330,14,1068,05/02/2020
34373,125,10,531,29/08/2020
15693,5,9,809,27/12/2020
26843,182,7,827,03/07/2020
20704,284,16,1603,23/03/2020
10819,238,5,640,08/05/2020
7653,431,10,855,27/10/2019
494,202,4,522,13/06/2020
33821,175,8,478,10/07/2020
38249,50,13,1027,12/11/2020
21363,90,12,1167,03/10/2020
18269,49,10,1056,13/11/2020
1004,203,13,1344,12/06/2020
13266,141,9,927,13/08/2020
12827,70,8,733,23/10/2020
8609,93,9,1066,30/09/2020
38037,5,9,729,27/12/2020
24164,154,10,873,31/07/2020
19248,121,13,1405,02/09/2020
23437,136,7,564,18/08/2020
14323,142,9,653,12/08/2020
6802,80,9,767,13/10/2020
34591,103,14,1055,20/09/2020
12732,174,16,1679,11/07/2020
31211,134,9,517,20/08/2020
34873,283,3,254,24/03/2020
22345,122,13,1482,01/09/2020
3148,81,10,1022,12/10/2020
4176,156,11,1320,29/07/2020
39636,101,11,715,22/09/2020
11807,150,14,1293,04/08/2020
18520,487,9,923,01/09/2019
20121,142,6,581,12/08/2020
10760,166,11,624,19/07/2020
32112,113,10,857,10/09/2020
29533,78,10,984,15/10/2020
38690,141,7,850,13/08/2020
27342,514,10,778,05/08/2019
34887,91,15,1630,02/10/2020
28983,223,7,946,23/05/2020
5635,185,12,956,30/06/2020
32395,60,5,476,02/11/2020
38535,478,6,778,10/09/2019
35966,142,7,421,12/08/2020
14073,124,10,1199,30/08/2020
4048,112,11,830,11/09/2020
20713,45,11,1113,17/11/2020
94,255,10,1039,21/04/2020
6024,272,10,992,04/04/2020
22564,241,12,1078,05/05/2020
28738,37,10,1150,25/11/2020
9584,6,9,610,26/12/2020
35714,116,13,1226,07/09/2020
15151,22,8,505,10/12/2020
20852,186,15,1153,29/06/2020
23834,101,6,776,22/09/2020
1453,162,13,1189,23/07/2020
22994,234,8,764,12/05/2020
39936,127,8,788,27/08/2020
37135,164,11,723,21/07/2020
21872,127,9,589,27/08/2020
25652,45,8,537,17/11/2020
15335,121,7,660,02/09/2020
1486,227,6,856,19/05/2020
3001,135,10,932,19/08/2020
11075,51,9,593,11/11/2020
18506,293,7,689,14/03/2020
9840,156,9,843,29/07/2020
27211,154,17,1832,31/07/2020
28876,182,13,1146,03/07/2020
16231,77,15,1556,16/10/2020
23340,213,12,1221,02/06/2020
23798,199,7,846,16/06/2020
4490,184,10,1220,01/07/2020
13435,184,11,900,01/07/2020
900,211,9,696,04/06/2020
16770,108,5,598,15/09/2020
39957,343,11,1320,23/01/2020
9156,308,9,729,27/02/2020
11629,184,7,623,01/07/2020
26528,183,8,698,02/07/2020
28279,98,4,73,25/09/2020
29462,95,12,1242,28/09/2020
29743,178,15,1373,07/07/2020
36134,182,5,380,03/07/2020
3713,87,11,918,06/10/2020
36222,19,12,1139,13/12/2020
10710,40,10,1187,22/11/2020
20032,179,15,1667,06/07/2020
25983,177,11,1396,08/07/2020
31607,449,4,379,09/10/2019
4782,210,7,657,05/06/2020
4586,83,13,1352,10/10/2020
37275,223,8,1102,23/05/2020
21319,219,10,1278,27/05/2020
23037,199,8,888,16/06/2020
9270,189,8,782,26/06/2020
30842,159,14,1329,26/07/2020
32564,363,13,1170,03/01/2020
38413,94,14,1232,29/09/2020
16450,82,11,1024,11/10/2020
35600,207,13,963,08/06/2020
18433,375,8,814,22/12/2019
12376,138,9,911,16/08/2020
24627,206,7,409,09/06/2020
14071,43,8,707,19/11/2020
35232,191,7,713,24/06/2020
26089,4,13,1674,28/12/2020
35142,134,8,541,20/08/2020
1607,146,13,1464,08/08/2020
19672,152,10,766,02/08/2020
21223,113,12,1249,10/09/2020
35446,122,6,518,01/09/2020
1907,123,5,440,31/08/2020
10715,136,6,388,18/08/2020
4558,131,9,854,23/08/2020
37772,128,18,1692,26/08/2020
38611,113,6,752,10/09/2020
1305,148,8,865,06/08/2020
15024,420,15,1014,07/11/2019
1450,261,7,716,15/04/2020
12781,108,13,1069,15/09/2020
10043,439,5,397,19/10/2019
38695,92,11,1141,01/10/2020
19994,540,7,700,10/07/2019
16749,183,9,847,02/07/2020
7937,76,11,1340,17/10/2020
23744,191,8,811,24/06/2020
19878,166,9,957,19/07/2020
1565,456,5,556,02/10/2019
2726,117,19,1899,06/09/2020
22489,39,17,1422,23/11/2020
39160,294,7,501,13/03/2020
34541,581,8,705,30/05/2019
10013,186,7,402,29/06/2020
11199,166,3,370,19/07/2020
32976,56,8,964,06/11/2020
14201,74,13,1137,19/10/2020
24633,10,9,600,22/12/2020
6766,435,16,1583,23/10/2019
4396,174,11,908,11/07/2020
6171,249,8,736,27/04/2020
1768,78,9,564,15/10/2020
23573,135,6,504,19/08/2020
34354,190,11,1137,25/06/2020
4589,83,11,1073,10/10/2020
6199,397,6,541,30/11/2019
17592,97,9,739,26/09/2020
5233,26,14,892,06/12/2020
22786,308,11,1045,27/02/2020
35039,87,7,565,06/10/2020
10325,363,6,489,03/01/2020
32818,125,13,925,29/08/2020
25912,163,12,1002,22/07/2020
10366,379,5,612,18/12/2019
33863,192,8,728,23/06/2020
13441,161,14,1064,24/07/2020
1,229,10,1313,17/05/2020
21740,69,11,934,24/10/2020
38001,541,7,928,09/07/2019
20584,71,7,1049,22/10/2020
26447,85,16,1722,08/10/2020
37829,328,10,1421,07/02/2020
36789,180,16,1373,05/07/2020
4113,6,7,484,26/12/2020
9549,199,10,975,16/06/2020
12673,264,7,822,12/04/2020
8889,118,10,1327,05/09/2020
12753,115,6,409,08/09/2020
2372,299,11,1119,08/03/2020
31614,141,10,1044,13/08/2020
9922,101,8,741,22/09/2020
14556,81,9,1010,12/10/2020
20506,83,10,730,10/10/2020
7010,168,6,740,17/07/2020
35174,414,5,569,13/11/2019
23189,216,8,546,30/05/2020
37921,358,10,861,08/01/2020
38403,244,9,738,02/05/2020
12470,130,7,544,24/08/2020
13290,116,10,1254,07/09/2020
26080,73,11,1254,20/10/2020
211,110,10,867,13/09/2020
15566,65,7,318,28/10/2020
29130,427,7,741,31/10/2019
26742,364,12,1251,02/01/2020
17500,135,6,467,19/08/2020
16188,127,10,1182,27/08/2020
18166,107,8,888,16/09/2020
24297,171,14,1148,14/07/2020
19220,211,7,727,04/06/2020
7946,339,10,1217,27/01/2020
16499,95,14,1176,28/09/2020
14234,97,13,1060,26/09/2020
21702,109,7,653,14/09/2020
30414,495,5,620,24/08/2019
18666,106,11,911,17/09/2020
25359,304,7,665,03/03/2020
1855,112,7,722,11/09/2020
15561,98,10,1077,25/09/2020
18910,99,12,897,24/09/2020
24776,191,9,1169,24/06/2020
28164,268,11,1189,08/04/2020
19785,14,17,1630,18/12/2020
1977,514,11,1026,05/08/2019
32120,71,10,994,22/10/2020
34861,341,5,327,25/01/2020
26781,32,9,1055,30/11/2020
24662,114,8,776,09/09/2020
30300,197,2,69,18/06/2020
5072,100,15,1760,23/09/2020
30845,462,7,613,26/09/2019
9825,439,10,816,19/10/2019
12755,15,10,1073,17/12/2020
24094,268,12,1265,08/04/2020
37947,167,9,791,18/07/2020
19234,544,7,895,06/07/2019
13502,103,14,1100,20/09/2020
16591,184,9,922,01/07/2020
23553,98,12,1198,25/09/2020
22981,116,11,886,07/09/2020
27715,55,13,1258,07/11/2020
21776,87,6,482,06/10/2020
6637,117,7,547,06/09/2020
39020,111,17,1670,12/09/2020
2530,102,9,600,21/09/2020
21453,88,11,880,05/10/2020
30776,115,14,1431,08/09/2020
11925,382,6,506,15/12/2019
1414,120,6,678,03/09/2020
5910,396,7,565,01/12/2019
24439,100,13,1550,23/09/2020
37552,201,12,1183,14/06/2020
14848,278,7,720,29/03/2020
12527,119,11,1292,04/09/2020
391,158,9,862,27/07/2020
37995,229,12,945,17/05/2020
1363,99,6,696,24/09/2020
8657,94,6,537,29/09/2020
32347,83,11,1080,10/10/2020
27159,85,9,593,08/10/2020
19634,219,6,761,27/05/2020
22894,99,9,699,24/09/2020
5765,100,14,1317,23/09/2020
34813,319,8,1269,16/02/2020
328,123,9,1027,31/08/2020
775,138,8,555,16/08/2020
34739,136,10,937,18/08/2020
25425,281,9,770,26/03/2020
32494,134,13,1438,20/08/2020
14966,252,10,936,24/04/2020
38262,58,15,1370,04/11/2020
1762,43,11,1212,19/11/2020
5094,170,7,491,15/07/2020
23070,238,6,606,08/05/2020
39175,75,11,983,18/10/2020
13490,231,10,948,15/05/2020
36833,293,11,969,14/03/2020
38997,84,8,943,09/10/2020
34346,85,7,1171,08/10/2020
2802,20,19,1887,12/12/2020
25242,418,5,587,09/11/2019
36737,159,8,1314,26/07/2020
35839,116,12,1169,07/09/2020
724,61,11,920,01/11/2020
29312,127,5,500,27/08/2020
28577,443,8,749,15/10/2019
9776,275,8,939,01/04/2020
1600,109,12,1057,14/09/2020
1861,216,7,604,30/05/2020
38846,2,10,1007,30/12/2020
27100,369,5,246,28/12/2019
10166,79,12,1004,14/10/2020
22735,205,9,870,10/06/2020
36078,67,7,821,26/10/2020
31777,15,17,1147,17/12/2020
26949,391,11,797,06/12/2019
8638,23,11,941,09/12/2020
6134,187,14,1271,28/06/2020
21196,136,8,595,18/08/2020
1507,218,7,628,28/05/2020
26103,63,11,1044,30/10/2020
16344,231,14,1540,15/05/2020
10038,474,4,388,14/09/2019
25800,513,5,432,06/08/2019
9467,272,7,524,04/04/2020
6856,44,14,1575,18/11/2020
9326,105,13,1427,18/09/2020
25372,52,12,937,10/11/2020
4398,52,8,641,10/11/2020
2162,85,5,557,08/10/2020
24360,6,15,1432,26/12/2020
13416,112,14,1462,11/09/2020
18733,139,12,721,15/08/2020
35047,188,11,1019,27/06/2020
2395,144,9,813,10/08/2020
3566,62,10,1167,31/10/2020
18665,159,9,993,26/07/2020
4702,56,15,1722,06/11/2020
32901,174,15,1224,11/07/2020
7112,23,9,599,09/12/2020
5731,398,10,1127,29/11/2019
7467,238,9,863,08/05/2020
21971,200,11,885,15/06/2020
332,179,15,1243,06/07/2020
17155,11,19,1720,21/12/2020
37533,442,11,1221,16/10/2019
1845,120,8,603,03/09/2020
16087,227,7,541,19/05/2020
14677,62,10,1289,31/10/2020
28576,126,10,1069,28/08/2020
587,13,6,550,19/12/2020
35982,382,8,560,15/12/2019
19669,409,12,1116,18/11/2019
17143,117,15,1183,06/09/2020
9478,347,8,810,19/01/2020
4871,38,8,786,24/11/2020
37684,54,12,1300,08/11/2020
29214,128,8,810,26/08/2020
9085,76,12,1092,17/10/2020
34754,35,15,1744,27/11/2020
30548,19,4,324,13/12/2020
21540,301,8,663,06/03/2020
2745,386,7,415,11/12/2019
23888,288,7,808,19/03/2020
21316,202,12,1106,13/06/2020
16248,255,3,120,21/04/2020
15202,127,7,903,27/08/2020
26777,192,8,561,23/06/2020
6830,412,11,700,15/11/2019
28244,139,10,1106,15/08/2020
10596,54,8,847,08/11/2020
5015,106,7,909,17/09/2020
32100,65,5,621,28/10/2020
19093,96,7,1094,27/09/2020
141,65,13,1558,28/10/2020
37712,62,13,1146,31/10/2020
4444,103,9,664,20/09/2020
20660,208,5,526,07/06/2020
23559,128,7,589,26/08/2020
36876,260,9,741,16/04/2020
29226,126,6,831,28/08/2020
22228,32,11,1240,30/11/2020
18235,161,12,1336,24/07/2020
25461,284,4,206,23/03/2020
34173,138,9,914,16/08/2020
34550,158,12,1037,27/07/2020
31274,466,7,554,22/09/2019
11054,141,13,1315,13/08/2020
28340,441,9,882,17/10/2019
500,84,5,450,09/10/2020
14750,464,8,820,24/09/2019
34372,351,8,584,15/01/2020
35021,93,11,1381,30/09/2020
4491,32,7,759,30/11/2020
11943,116,7,918,07/09/2020
14406,51,11,854,11/11/2020
2460,111,15,1319,12/09/2020
8205,178,8,666,07/07/2020
34731,298,16,1676,09/03/2020
10621,13,8,760,19/12/2020
38476,204,16,1589,11/06/2020
23464,190,9,623,25/06/2020
11091,97,6,611,26/09/2020
11672,185,3,433,30/06/2020
13822,136,9,857,18/08/2020
28356,113,8,750,10/09/2020
21936,240,11,932,06/05/2020
27089,14,11,1371,18/12/2020
8628,172,9,971,13/07/2020
26956,219,5,328,27/05/2020
12621,85,12,1275,08/10/2020
38404,133,14,1534,21/08/2020
28594,480,4,251,08/09/2019
10822,404,9,657,23/11/2019
28925,89,13,1443,04/10/2020
29490,209,14,1372,06/06/2020
19929,179,6,451,06/07/2020
5548,133,13,1572,21/08/2020
27800,84,12,1221,09/10/2020
25223,186,2,66,29/06/2020
30869,557,5,372,23/06/2019
15951,121,11,992,02/09/2020
27195,100,11,913,23/09/2020
17353,82,11,896,11/10/2020
29833,184,15,1728,01/07/2020
30051,147,6,752,07/08/2020
2047,107,15,1718,16/09/2020
2514,176,9,835,09/07/2020
23583,23,9,995,09/12/2020
15241,140,13,1216,14/08/2020
8517,39,10,958,23/11/2020
20729,136,16,1693,18/08/2020
27188,143,7,782,11/08/2020
32653,62,8,1006,31/10/2020
2464,8,6,764,24/12/2020
10636,235,9,841,11/05/2020
5807,129,10,668,25/08/2020
1943,38,14,1425,24/11/2020
4964,123,7,640,31/08/2020
32192,141,13,1557,13/08/2020
11532,199,7,573,16/06/2020
11470,140,13,1302,14/08/2020
13686,121,9,955,02/09/2020
10962,524,10,1132,26/07/2019
13848,155,9,657,30/07/2020
20965,81,13,1415,12/10/2020
18856,199,8,589,16/06/2020
36504,23,12,1304,09/12/2020
3980,203,8,762,12/06/2020
254,69,12,1291,24/10/2020
31477,283,3,365,24/03/2020
28300,129,10,1146,25/08/2020
29144,133,10,637,21/08/2020
34919,170,15,1488,15/07/2020
23277,67,7,630,26/10/2020
36083,51,13,1543,11/11/2020
38423,203,10,1055,12/06/2020
6394,324,7,692,11/02/2020
32902,174,8,643,11/07/2020
5927,361,14,1361,05/01/2020
36018,249,13,1449,27/04/2020
4190,136,10,939,18/08/2020
7602,149,11,1126,05/08/2020
13414,149,8,820,05/08/2020
18810,89,12,1526,04/10/2020
10934,506,7,758,13/08/2019
8082,317,14,1607,18/02/2020
5118,161,8,664,24/07/2020
20314,55,14,1395,07/11/2020
23796,117,13,1344,06/09/2020
7755,226,15,1233,20/05/2020
6941,132,10,975,22/08/2020
26490,148,4,316,06/08/2020
32984,475,4,310,13/09/2019
22048,207,14,907,08/06/2020
25032,72,10,557,21/10/2020
14579,218,9,877,28/05/2020
39573,439,8,845,19/10/2019
39034,184,10,824,01/07/2020
13355,500,14,1239,19/08/2019
30571,111,6,566,12/09/2020
32917,146,11,1058,08/08/2020
19075,100,9,986,23/09/2020
22734,116,13,882,07/09/2020
18343,378,11,833,19/12/2019
15750,139,10,1239,15/08/2020
14547,145,6,350,09/08/2020
22769,182,10,744,03/07/2020
31610,69,8,820,24/10/2020
19697,171,11,910,14/07/2020
19224,36,15,1513,26/11/2020
25971,71,10,963,22/10/2020
30927,106,8,570,17/09/2020
31874,231,10,1254,15/05/2020
9410,140,17,989,14/08/2020
24959,159,9,1014,26/07/2020
38121,373,8,878,24/12/2019
5764,55,9,701,07/11/2020
3435,343,11,996,23/01/2020
6859,476,6,794,12/09/2019
31061,328,9,775,07/02/2020
5642,234,10,1165,12/05/2020
13316,120,6,335,03/09/2020
24779,17,11,1196,15/12/2020
22825,482,5,321,06/09/2019
2705,113,14,1529,10/09/2020
37679,487,6,505,01/09/2019
4415,176,9,671,09/07/2020
23975,94,8,646,29/09/2020
7864,239,9,792,07/05/2020
12405,134,8,629,20/08/2020
37791,108,9,788,15/09/2020
24201,258,17,1034,18/04/2020
32714,115,7,581,08/09/2020
22934,22,9,1089,10/12/2020
8554,316,15,1321,19/02/2020
11565,137,14,1468,17/08/2020
28539,201,15,1510,14/06/2020
19694,454,7,601,04/10/2019
18348,130,12,1253,24/08/2020
4433,220,8,1043,26/05/2020
34605,89,11,1185,04/10/2020
6977,123,10,867,31/08/2020
27387,565,6,614,15/06/2019
24880,261,13,1246,15/04/2020
26032,304,7,621,03/03/2020
35807,199,8,894,16/06/2020
4222,115,7,512,08/09/2020
16779,85,12,1063,08/10/2020
18888,585,10,950,26/05/2019
28381,64,15,1562,29/10/2020
5232,215,10,808,31/05/2020
2049,121,11,903,02/09/2020
22879,55,14,1227,07/11/2020
27615,18,13,1407,14/12/2020
6652,151,11,1235,03/08/2020
30207,134,6,337,20/08/2020
8633,101,13,1145,22/09/2020
15948,502,10,806,17/08/2019
1640,84,7,912,09/10/2020
436,591,4,496,20/05/2019
22607,55,12,873,07/11/2020
31783,233,8,669,13/05/2020
30774,128,8,533,26/08/2020
20928,222,15,1867,24/05/2020
2641,105,9,876,18/09/2020
10321,145,12,924,09/08/2020
39679,125,12,1026,29/08/2020
36481,146,10,637,08/08/2020
30099,50,13,1497,12/11/2020
37540,115,9,767,08/09/2020
1812,169,11,1203,16/07/2020
7397,241,5,376,05/05/2020
1787,52,11,1265,10/11/2020
8021,267,12,1256,09/04/2020
34616,126,9,402,28/08/2020
17755,71,13,1671,22/10/2020
17070,22,10,1283,10/12/2020
2433,220,7,605,26/05/2020
18178,337,14,1299,29/01/2020
37235,453,13,1276,05/10/2019
30013,363,9,1232,03/01/2020
27052,24,11,1096,08/12/2020
8410,115,14,1748,08/09/2020
34826,13,8,773,19/12/2020
6934,100,8,687,23/09/2020
2702,15,7,680,17/12/2020
17346,63,11,1227,30/10/2020
17200,43,10,832,19/11/2020
5299,135,9,836,19/08/2020
6667,480,9,980,08/09/2019
16288,157,10,867,28/07/2020
4794,175,10,815,10/07/2020
31208,94,18,1589,29/09/2020
8911,60,11,1307,02/11/2020
26943,298,8,692,09/03/2020
38357,223,8,1053,23/05/2020
24257,160,16,1604,25/07/2020
38702,461,7,670,27/09/2019
21541,63,11,839,30/10/2020
11958,135,10,1039,19/08/2020
2257,5,11,1118,27/12/2020
16295,188,13,1376,27/06/2020
38871,163,8,958,22/07/2020
38387,50,12,1081,12/11/2020
28945,168,14,1144,17/07/2020
37799,155,13,941,30/07/2020
11802,238,12,1124,08/05/2020
18034,14,11,1058,18/12/2020
33237,41,10,866,21/11/2020
37116,154,4,136,31/07/2020
9109,620,4,586,21/04/2019
15571,87,8,622,06/10/2020
10834,332,10,821,03/02/2020
25806,169,9,816,16/07/2020
8613,290,11,859,17/03/2020
3928,266,14,1078,10/04/2020
2853,179,9,743,06/07/2020
28368,232,8,790,14/05/2020
10281,190,6,441,25/06/2020
22968,110,12,1550,13/09/2020
36150,462,7,642,26/09/2019
21754,370,9,570,27/12/2019
23202,147,10,966,07/08/2020
14280,262,10,576,14/04/2020
2184,135,9,859,19/08/2020
27210,109,16,1202,14/09/2020
30513,124,8,832,30/08/2020
25675,322,10,1130,13/02/2020
8574,152,12,1041,02/08/2020
39100,160,8,543,25/07/2020
28030,62,4,200,31/10/2020
38569,271,9,755,05/04/2020
27246,289,10,924,18/03/2020
8180,119,11,1365,04/09/2020
8141,119,13,1141,04/09/2020
1103,162,7,744,23/07/2020
31063,208,7,502,07/06/2020
38348,203,7,665,12/06/2020
22678,519,3,369,31/07/2019
26398,243,5,534,03/05/2020
9690,163,16,1483,22/07/2020
3644,184,5,477,01/07/2020
14080,125,11,1132,29/08/2020
6615,91,14,1749,02/10/2020
25991,199,10,1128,16/06/2020
5057,81,7,643,12/10/2020
30911,184,9,1000,01/07/2020
38919,133,14,1448,21/08/2020
16196,6,10,1260,26/12/2020
32756,118,9,799,05/09/2020
15802,122,10,1102,01/09/2020
13614,40,9,977,22/11/2020
32982,99,9,774,24/09/2020
37868,22,15,1308,10/12/2020
17188,132,10,1085,22/08/2020
23923,192,11,1150,23/06/2020
18700,86,16,1615,07/10/2020
14141,238,5,249,08/05/2020
14902,55,10,838,07/11/2020
21231,139,17,1687,15/08/2020
9249,13,9,1210,19/12/2020
38331,97,19,1283,26/09/2020
34065,530,5,456,20/07/2019
11312,215,11,1068,31/05/2020
24250,448,7,635,10/10/2019
37980,284,10,483,23/03/2020
3916,159,15,1199,26/07/2020
3143,40,11,1200,22/11/2020
26358,127,13,1088,27/08/2020
32451,127,8,1067,27/08/2020
5660,70,14,1371,23/10/2020
34135,147,12,1140,07/08/2020
23438,83,10,1002,10/10/2020
16765,116,14,1193,07/09/2020
32994,22,13,1068,10/12/2020
25579,184,11,672,01/07/2020
37854,53,16,1259,09/11/2020
3089,37,13,1126,25/11/2020
5101,84,11,1087,09/10/2020
22285,100,11,779,23/09/2020
24608,123,6,588,31/08/2020
14740,222,7,756,24/05/2020
663,123,13,1546,31/08/2020
610,191,10,586,24/06/2020
35356,114,16,1141,09/09/2020
25048,473,6,402,15/09/2019
27284,312,3,126,23/02/2020
22941,59,7,638,03/11/2020
37718,82,7,656,11/10/2020
22107,132,10,1155,22/08/2020
11878,470,5,527,18/09/2019
983,40,15,967,22/11/2020
35221,30,18,1950,02/12/2020
4232,244,6,607,02/05/2020
15722,218,7,934,28/05/2020
734,259,7,875,17/04/2020
30458,530,6,472,20/07/2019
18762,228,11,1118,18/05/2020
1273,226,9,752,20/05/2020
34474,181,6,521,04/07/2020
10033,376,5,357,21/12/2019
26059,142,11,733,12/08/2020
27493,34,4,348,28/11/2020
13632,189,15,1430,26/06/2020
11805,291,8,751,16/03/2020
5970,363,9,657,03/01/2020
7294,410,9,733,17/11/2019
2208,457,7,416,01/10/2019
32563,157,13,1261,28/07/2020
35704,481,7,371,07/09/2019
24022,139,5,250,15/08/2020
9802,61,12,961,01/11/2020
9435,234,10,1004,12/05/2020
15019,121,9,886,02/09/2020
11756,472,6,628,16/09/2019
27954,32,15,1316,30/11/2020
7958,175,13,1047,10/07/2020
37879,31,12,1120,01/12/2020
4060,98,12,1168,25/09/2020
6287,169,7,811,16/07/2020
